field_path,card_source,classification,target_table,batch,status,note
present,free_stage_card_16zhong_gate.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
scene,free_stage_card_16zhong_gate.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_16zhong_gate.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.暗处的注视,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.校门口搭讪,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.转向奶茶店,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
_frame_id,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
_projection_note,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
_projection_of,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
_view,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
ambient_stage,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.奶茶店方向,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.暗处,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.校门口,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_points,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_points[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_points[].id,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative[],free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive[],free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_points[].trigger,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
branch_rules,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_rules.intervene,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_rules.intervene[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_rules.watch,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
branch_rules.watch[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
director_only_characters,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
director_only_characters[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
entry_projection,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
entry_projection.context_memory,free_stage_card_16zhong_weichu_gate.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.context_memory[],free_stage_card_16zhong_weichu_gate.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.relationship_memory,free_stage_card_16zhong_weichu_gate.json,Mixed,REL|run,C/D,registered,
entry_projection.relationship_memory[],free_stage_card_16zhong_weichu_gate.json,Mixed,REL|run,C/D,registered,
exits,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
locks,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_16zhong_weichu_gate.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_16zhong_weichu_gate.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_16zhong_weichu_gate.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_16zhong_weichu_gate.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_16zhong_weichu_gate.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_16zhong_weichu_gate.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat[],free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
persona_cards.C.weichu.WMAIN,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.boundaries,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.style,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.constraints,free_stage_card_16zhong_weichu_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.constraints[],free_stage_card_16zhong_weichu_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.inner_state,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.knot,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.stance_to_player,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.unsaid,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.want_now,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.name,free_stage_card_16zhong_weichu_gate.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.weichu.WMAIN.voice_samples,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.voice_samples[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.boundaries,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.style,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.constraints,free_stage_card_16zhong_weichu_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.constraints[],free_stage_card_16zhong_weichu_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.knot,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.stance_to_player,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.unsaid,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.want_now,free_stage_card_16zhong_weichu_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.name,free_stage_card_16zhong_weichu_gate.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases[],free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.canon_src,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.disclosure_limit,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.phase,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns[],free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.source_event,free_stage_card_16zhong_weichu_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples,free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[],free_stage_card_16zhong_weichu_gate.json,Seed,persona_core,C,registered,
present,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_16zhong_weichu_gate.json,Unclassified,TBD,?,registered,
scene,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.暗处注视,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.校门口搭讪,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.转向奶茶店,free_stage_card_16zhong_weichu_gate.json,Storylet,node_contracts,D,registered,
_merge_note,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
ambient_stage,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.主持人,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.大屏幕,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.海豚小蓝,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.爆米花摊,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.观众席,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
ambient_stage.观赏缸,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
blurb_variants,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
blurb_variants.converged,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
blurb_variants.invited,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
branch_rules,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
branch_rules.invited,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
branch_rules.invited[],free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
canon_performance,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
canon_performance.segments,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
canon_performance_variants,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[],free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].canon_src,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].completes,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].completes[],free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].event_uid,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].receipt_owner,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].segment_id,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].trigger,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].turns,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].turns[],free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
canon_performance_variants.converged.segments[].turns[].provenance,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
